Invoice_Line_Id,Invoice_Id,Contract__Description,Project_Id,Name,Invoice_Line_Number__c,sitetracker__Quantity__c,sitetracker__Unit_Price__c,Invoice_Amount__c,Total_Invoice_Amount__c,Invoice_Date__c,Invoice_Due_Date__c,Invoice_Status__c,Infinium_Project_Number__c,Budgeted_Quantity__c,Budget_Vendor_Pricing_Line__r.Name,Company_Code__c,Operating_Area__c,Account_Code_Lookup__r.Name,Cost_Center__c,Type__c,GL_Code__c,Cost_Category_Name__c,Cost_Code_Check__c,Invoice_Line_Amount_Check__c,No_Matching_Budget_Line__c,Pending_Invoices_Check__c,Quantity_Exceeds_Budget__c,LastModifiedDate,Unit_of_Measure__c
INVLN000272,INV000095,Synthetic Contract 21 - Construction Services Agreement,PRJ000098,INVL-0513975,2,5.75,20.56,118.22,539.3,2025-10-30 00:00:00,2025-12-29 00:00:00,Hold,4211153,0,BVPL-276426,,,6423,231,Field Work,161.348.6423.000.231.345,E30A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 08:21:54,Each
INVLN000273,INV000095,Synthetic Contract 21 - Construction Services Agreement,PRJ000098,INVL-0513976,3,5.75,31.88,183.31,539.3,2025-10-30 00:00:00,2025-12-29 00:00:00,Hold,4211153,0,BVPL-276434,,,6423,231,Field Work,161.348.6423.000.231.345,L10A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 08:21:54,Each
INVLN000274,INV000095,Synthetic Contract 21 - Construction Services Agreement,PRJ000098,INVL-0513977,4,5.75,20.73,119.2,539.3,2025-10-30 00:00:00,2025-12-29 00:00:00,Hold,4211153,0,BVPL-276438,,,6423,231,Field Work,161.348.6423.000.231.345,L50A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 08:21:54,Each
INVLN000275,INV000048,Synthetic Contract 21 - Construction Services Agreement,,INVL-0516758,1,2.5,1,2.5,241.92,2025-10-30 00:00:00,2025-12-29 00:00:00,Committed,,0,BVPL-276433,161,348,6423,231,Field Work,161.348.6423.000.231.345,HNDL,1,TRUE,FALSE,FALSE,FALSE,2025-11-13 14:12:01,Each
INVLN000276,INV000048,Synthetic Contract 21 - Construction Services Agreement,,INVL-0516759,2,25,1,25,241.92,2025-10-30 00:00:00,2025-12-29 00:00:00,Committed,,0,BVPL-276440,161,348,6423,231,Field Work,161.348.6423.000.231.345,MATL,1,TRUE,FALSE,FALSE,FALSE,2025-11-13 14:12:01,Each
INVLN000277,INV000048,Synthetic Contract 21 - Construction Services Agreement,,INVL-0516760,3,1,132.84,132.84,241.92,2025-10-30 00:00:00,2025-12-29 00:00:00,Committed,,0,BVPL-276510,161,348,6423,231,Field Work,161.348.6423.000.231.345,P58B,1,TRUE,FALSE,FALSE,FALSE,2025-11-13 14:12:01,Each
INVLN000278,INV000048,Synthetic Contract 21 - Construction Services Agreement,,INVL-0516761,4,1,79.7,79.7,241.92,2025-10-30 00:00:00,2025-12-29 00:00:00,Committed,,0,BVPL-276511,161,348,6423,231,Field Work,161.348.6423.000.231.345,P58C,1,TRUE,FALSE,FALSE,FALSE,2025-11-13 14:12:01,Each
INVLN000279,INV000048,Synthetic Contract 21 - Construction Services Agreement,,INVL-0516762,5,1.88,1,1.88,241.92,2025-10-30 00:00:00,2025-12-29 00:00:00,Committed,,0,BVPL-276636,161,348,6423,231,Field Work,161.348.6423.000.231.345,TAX,1,TRUE,FALSE,FALSE,FALSE,2025-11-13 14:12:01,Each
INVLN000280,INV000060,Synthetic Contract 21 - Construction Services Agreement,PRJ000099,INVL-0437195,1,7,20.62,144.34,984.57,2025-10-06 00:00:00,2025-12-05 00:00:00,Hold,4211170,0,BVPL-276425,,,6423,253,Field Work,161.348.6423.000.253.345,E20A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:15:31,Each
INVLN000281,INV000060,Synthetic Contract 21 - Construction Services Agreement,PRJ000099,INVL-0437202,2,9.5,20.56,195.32,984.57,2025-10-06 00:00:00,2025-12-05 00:00:00,Hold,4211170,0,BVPL-276426,,,6423,253,Field Work,161.348.6423.000.253.345,E30A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:15:31,Each
INVLN000282,INV000060,Synthetic Contract 21 - Construction Services Agreement,PRJ000099,INVL-0437204,3,9.5,31.88,302.86,984.57,2025-10-06 00:00:00,2025-12-05 00:00:00,Hold,4211170,0,BVPL-276434,,,6423,253,Field Work,161.348.6423.000.253.345,L10A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:15:31,Each
INVLN000283,INV000060,Synthetic Contract 21 - Construction Services Agreement,PRJ000099,INVL-0437208,4,16.5,20.73,342.05,984.57,2025-10-06 00:00:00,2025-12-05 00:00:00,Hold,4211170,0,BVPL-276438,,,6423,253,Field Work,161.348.6423.000.253.345,L50A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:15:31,Each
INVLN000284,INV000015,Synthetic Contract 22 - Vendor Services Contract,PRJ000100,INVL-0407302,1,200,2.74,548,2154.32,2025-09-25 00:00:00,2025-11-24 00:00:00,Hold,1324784,0,BVPL-273075,,,6423,253,Field Work,005.231.6423.000.253.345,A18,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:20:27,Feet
INVLN000285,INV000015,Synthetic Contract 22 - Vendor Services Contract,PRJ000100,INVL-0407305,2,1656,0.97,1606.32,2154.32,2025-09-25 00:00:00,2025-11-24 00:00:00,Hold,1324784,0,BVPL-273179,,,6423,253,Field Work,005.231.6423.000.253.345,F13,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:20:27,Feet
INVLN000286,INV000097,Synthetic Contract 23 - Equipment Supply Agreement,PRJ000101,INVL-0421285,1,16,58,928,2248,2025-10-15 00:00:00,2025-12-14 00:00:00,Hold,2575035,0,BVPL-260741,501,121,6423,253,Field Work,501.121.6423.000.253.345,NL30A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:46:25,Hours
INVLN000287,INV000097,Synthetic Contract 23 - Equipment Supply Agreement,PRJ000101,INVL-0421286,2,16,45,720,2248,2025-10-15 00:00:00,2025-12-14 00:00:00,Hold,2575035,0,BVPL-260689,501,121,6423,253,Field Work,501.121.6423.000.253.345,NE30A,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:46:25,Hours
INVLN000288,INV000097,Synthetic Contract 23 - Equipment Supply Agreement,PRJ000101,INVL-0459292,3,1,600,600,2248,2025-10-15 00:00:00,2025-12-14 00:00:00,Hold,2575035,0,BVPL-260752,501,121,6423,253,Field Work,501.121.6423.000.253.345,NTE5,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 04:46:25,Each
INVLN000289,INV000037,Synthetic Contract 24 - Professional Services Contract,,INVL-0236458,4,1740,1,1740,4641,2025-07-21 00:00:00,2025-09-04 00:00:00,Hold,,0,BVPL-278384,86,142,6423,182,Engineering,086.142.6423.000.182.344,0000,1,TRUE,FALSE,TRUE,FALSE,2025-11-04 18:10:07,Hours
INVLN000290,INV000115,Synthetic Contract 25 - Service Agreement for Network Operations,PRJ000102,INVL-0208293,1,4996.8,1,4996.8,5075.89,2025-07-09 00:00:00,2025-08-23 00:00:00,Hold,3241881,0,BVPL-264332,441,318,6441,253,Field Work,441.318.6441.000.253.345,0000,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 01:41:53,Each
INVLN000291,INV000115,Synthetic Contract 25 - Service Agreement for Network Operations,PRJ000102,INVL-0271934,2,74.77,1,74.77,5075.89,2025-07-09 00:00:00,2025-08-23 00:00:00,Hold,3241881,0,BVPL-107348,441,318,6441,253,Field Work,441.318.6441.000.253.345,LSMAT,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 01:41:53,Each
INVLN000292,INV000115,Synthetic Contract 25 - Service Agreement for Network Operations,PRJ000102,INVL-0271935,3,4.32,1,4.32,5075.89,2025-07-09 00:00:00,2025-08-23 00:00:00,Hold,3241881,0,BVPL-267312,441,318,6441,253,Field Work,441.318.6441.000.253.345,TAX,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 01:41:53,Each
INVLN000293,INV000192,Synthetic Contract 2 - Vendor Services Contract,PRJ000103,INVL-0431416,1,1,88.28,88.28,105.67,2025-10-02 00:00:00,2025-12-01 00:00:00,Hold,5397720,0,BVPL-244910,151,338,6441,182,Engineering,151.338.6441.000.182.344,N99C,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:04:16,Each
INVLN000294,INV000192,Synthetic Contract 2 - Vendor Services Contract,PRJ000103,INVL-0431507,2,1,17.39,17.39,105.67,2025-10-02 00:00:00,2025-12-01 00:00:00,Hold,5397720,0,,151,338,6441,182,Engineering,151.338.6441.000.182.344,EN34,1,TRUE,TRUE,TRUE,TRUE,2025-11-13 05:04:16,Each
INVLN000295,INV000114,Synthetic Contract 26 - Construction Services Agreement,,INVL-0268453,,2,90,180,1118.26,2025-09-08 00:00:00,2025-11-07 00:00:00,Hold,,0,,3,208,6532,218,Engineering,003.208.6532.000.218.344,BBDT-1,1,TRUE,FALSE,TRUE,FALSE,2025-10-29 20:47:10,Each
INVLN000296,INV000114,Synthetic Contract 26 - Construction Services Agreement,,INVL-0357525,,1,6.63,6.63,1118.26,2025-09-08 00:00:00,2025-11-07 00:00:00,Hold,,0,,3,208,6532,218,Engineering,003.208.6532.000.218.344,TAX,1,TRUE,FALSE,TRUE,FALSE,2025-11-05 13:00:56,Each
INVLN000297,INV000107,Synthetic Contract 3 - Equipment Supply Agreement,,INVL-0294982,,88,0.7,61.6,2349.2,2025-08-12 00:00:00,2025-10-11 00:00:00,Hold,,0,,161,348,6532,182,Engineering,161.348.6532.000.182.344,Mileage,1,TRUE,FALSE,TRUE,FALSE,2025-08-12 23:03:12,Each
INVLN000298,INV000032,Synthetic Contract 1 - Construction Services Agreement,PRJ000001,INVL-0019358,2,2000,1,2000,11900,2025-03-21 00:00:00,2025-05-20 00:00:00,Approved,5341448,0,BVPL-260515,172,358,3212.004,182,Field Work,174.000.3212.004.000.345,BID,1,TRUE,FALSE,TRUE,TRUE,2025-11-12 20:16:22,Each
INVLN000299,INV000117,Synthetic Contract 20 - Service Agreement for Network Operations,,INVL-0492035,,16,64,1024,2048,2025-10-22 00:00:00,2025-12-21 00:00:00,Hold,,0,BVPL-193341,1,509,6535,218,Engineering,001.509.6535.000.218.344,L42A,1,TRUE,FALSE,TRUE,FALSE,2025-10-22 17:29:23,Hours
INVLN000300,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,,INVL-0435560,,20,64,1280,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,,0,BVPL-193341,1,509,6535,218,Engineering,001.509.6535.000.218.344,L42A,1,TRUE,FALSE,TRUE,FALSE,2025-10-03 20:20:39,Hours
INVLN000301,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,,INVL-0510167,,20,64,1280,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,,0,BVPL-193341,1,509,6535,218,Engineering,001.509.6535.000.218.344,L42A,1,TRUE,FALSE,TRUE,FALSE,2025-10-29 14:27:24,Hours
INVLN000302,INV000058,Synthetic Contract 6 - Construction Services Agreement,PRJ000104,INVL-0520309,1,0.75,720,540,540,2025-10-31 00:00:00,2025-11-30 00:00:00,Hold,3298256,0,BVPL-104115,,,2232.601,,Field Work,441.000.2232.601.000.345,2PFC,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 08:31:55,Each
INVLN000303,INV000117,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000105,INVL-0492026,5,2,64,128,2048,2025-10-22 00:00:00,2025-12-21 00:00:00,Hold,5388983,-26,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:40:35,Hours
INVLN000304,INV000117,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000106,INVL-0492027,6,2,64,128,2048,2025-10-22 00:00:00,2025-12-21 00:00:00,Hold,5388986,-30,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:40:35,Hours
INVLN000305,INV000117,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000107,INVL-0492028,7,2,64,128,2048,2025-10-22 00:00:00,2025-12-21 00:00:00,Hold,5389071,-24,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:40:35,Hours
INVLN000306,INV000117,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000108,INVL-0492034,8,2,64,128,2048,2025-10-22 00:00:00,2025-12-21 00:00:00,Hold,5393145,-12,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:40:35,Hours
INVLN000307,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000109,INVL-0435550,1,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5375973,-8,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000308,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000110,INVL-0435551,2,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5375981,-16,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000309,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000111,INVL-0435552,3,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5376036,-24,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000310,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000112,INVL-0435553,4,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5376038,-8,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000311,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000113,INVL-0435554,5,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5378447,-8,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000312,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000114,INVL-0435555,6,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5378629,-38,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000313,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000115,INVL-0435556,7,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5378630,-38,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000314,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000116,INVL-0435557,8,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5378765,-40,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000315,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000117,INVL-0435558,9,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5378770,-42,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000316,INV000162,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000118,INVL-0435559,10,2,64,128,2560,2025-10-03 00:00:00,2025-12-02 00:00:00,Hold,5379980,-24,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-07 13:57:03,Hours
INVLN000317,INV000114,Synthetic Contract 26 - Construction Services Agreement,PRJ000119,INVL-0268357,1,1,150,150,1118.26,2025-09-08 00:00:00,2025-11-07 00:00:00,Hold,1323131,0,BVPL-225767,,,2232.601,,Engineering,101.000.2232.601.000.344,APDP-1,1,TRUE,FALSE,TRUE,TRUE,2025-11-05 13:02:57,Each
INVLN000318,INV000114,Synthetic Contract 26 - Construction Services Agreement,PRJ000119,INVL-0268410,2,1,525,525,1118.26,2025-09-08 00:00:00,2025-11-07 00:00:00,Hold,1323131,1,,,,2232.601,,Engineering,101.000.2232.601.000.344,EAU-2,1,TRUE,FALSE,TRUE,FALSE,2025-11-05 13:02:57,Each
INVLN000319,INV000114,Synthetic Contract 26 - Construction Services Agreement,PRJ000119,INVL-0268414,3,1,250,250,1118.26,2025-09-08 00:00:00,2025-11-07 00:00:00,Hold,1323131,0,,,,2232.601,,Engineering,101.000.2232.601.000.344,MEU-1,1,TRUE,FALSE,TRUE,TRUE,2025-11-05 13:02:57,Each
INVLN000320,INV000114,Synthetic Contract 26 - Construction Services Agreement,PRJ000119,INVL-0357521,6,1,6.63,6.63,1118.26,2025-09-08 00:00:00,2025-11-07 00:00:00,Hold,1323131,0,,,,2232.601,,Engineering,101.000.2232.601.000.344,TAX,1,TRUE,FALSE,TRUE,TRUE,2025-11-05 13:02:57,Each
INVLN000321,INV000176,Synthetic Contract 27 - Vendor Services Contract,PRJ000120,INVL-0200376,1,1,225,225,1175,2025-07-09 00:00:00,2025-08-23 00:00:00,Hold,5386311,0,BVPL-218935,,,2232.601,,Engineering,151.000.2232.601.000.344,APDP-1,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:41:17,Each
INVLN000322,INV000176,Synthetic Contract 27 - Vendor Services Contract,PRJ000120,INVL-0200377,2,2,210,420,1175,2025-07-09 00:00:00,2025-08-23 00:00:00,Hold,5386311,0,BVPL-218943,,,2232.601,,Engineering,151.000.2232.601.000.344,MEU-1,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:41:17,Each
INVLN000323,INV000176,Synthetic Contract 27 - Vendor Services Contract,PRJ000120,INVL-0200378,3,1,530,530,1175,2025-07-09 00:00:00,2025-08-23 00:00:00,Hold,5386311,0,BVPL-218955,,,2232.601,,Engineering,151.000.2232.601.000.344,SSPU-1,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:41:17,Each
INVLN000324,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000114,INVL-0510168,2,2,64,128,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5378629,-38,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:42:46,Hours
INVLN000325,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000115,INVL-0510171,3,2,64,128,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5378630,-38,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:42:46,Hours
INVLN000326,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000116,INVL-0510172,4,2,64,128,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5378765,-40,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:42:46,Hours
INVLN000327,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000117,INVL-0510173,5,2,64,128,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5378770,-42,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:42:46,Hours
INVLN000328,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000121,INVL-0510174,6,2,64,128,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5388980,-22,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:42:46,Hours
INVLN000329,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000105,INVL-0510175,7,2,64,128,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5388983,-26,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:42:46,Hours
INVLN000330,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000106,INVL-0510176,8,4,64,256,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5388986,-28,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:42:46,Hours
INVLN000331,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000107,INVL-0510177,9,2,64,128,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5389071,-24,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:42:46,Hours
INVLN000332,INV000189,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000108,INVL-0510179,10,2,64,128,2560,2025-10-29 00:00:00,2025-12-28 00:00:00,Hold,5393145,-12,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:42:46,Hours
INVLN000333,INV000117,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000115,INVL-0492029,1,2,64,128,2048,2025-10-22 00:00:00,2025-12-21 00:00:00,Hold,5378630,-38,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:40:35,Hours
INVLN000334,INV000117,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000116,INVL-0492023,2,2,64,128,2048,2025-10-22 00:00:00,2025-12-21 00:00:00,Hold,5378765,-40,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:40:35,Hours
INVLN000335,INV000117,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000117,INVL-0492024,3,2,64,128,2048,2025-10-22 00:00:00,2025-12-21 00:00:00,Hold,5378770,-42,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:40:35,Hours
INVLN000336,INV000117,Synthetic Contract 20 - Service Agreement for Network Operations,PRJ000121,INVL-0492025,4,2,64,128,2048,2025-10-22 00:00:00,2025-12-21 00:00:00,Hold,5388980,-22,BVPL-193341,,,2232.601,,Engineering,151.000.2232.601.000.344,L42A,1,TRUE,FALSE,TRUE,TRUE,2025-11-10 15:40:35,Hours
INVLN000337,INV000002,Synthetic Contract 28 - Equipment Supply Agreement,PRJ000122,INVL-0497535,1,0.5,57.6,28.8,432,2025-10-23 00:00:00,2025-12-07 00:00:00,Hold,5352285,-1,BVPL-246679,,,2232.601,,Engineering,171.000.2232.601.000.344,L01A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:33:44,Each
INVLN000338,INV000002,Synthetic Contract 28 - Equipment Supply Agreement,PRJ000123,INVL-0497537,3,0.5,57.6,28.8,432,2025-10-23 00:00:00,2025-12-07 00:00:00,Hold,5352087,-1,BVPL-246679,171,358,2232.601,0,Engineering,174.000.2232.601.000.344,L01A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 07:33:44,Each
INVLN000339,INV000173,Synthetic Contract 14 - Professional Services Contract,PRJ000124,INVL-0379486,1,40,56.5,2260,2260,2025-09-16 00:00:00,2025-11-15 00:00:00,Hold,2562594,-40,BVPL-240377,,,2232.601,,Engineering,941.000.2232.601.000.344,L01C,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:31:51,Each
INVLN000340,INV000183,Synthetic Contract 1 - Construction Services Agreement,PRJ000125,INVL-0370053,1,7200,1,7200,8840,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5365101,-1640,BVPL-264696,,,2232.601,,Field Work,174.000.2232.601.000.345,0000,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:21:19,Hours
INVLN000341,INV000183,Synthetic Contract 1 - Construction Services Agreement,PRJ000125,INVL-0370068,2,1140,1,1140,8840,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5365101,-7700,BVPL-264696,,,2232.601,,Field Work,174.000.2232.601.000.345,0000,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:21:19,Hours
INVLN000342,INV000183,Synthetic Contract 1 - Construction Services Agreement,PRJ000125,INVL-0370088,3,500,1,500,8840,2025-09-11 00:00:00,2025-11-10 00:00:00,Hold,5365101,-8340,BVPL-264696,,,2232.601,,Field Work,174.000.2232.601.000.345,0000,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 03:21:19,Hours
INVLN000343,INV000037,Synthetic Contract 24 - Professional Services Contract,PRJ000126,INVL-0236447,1,1160,1,1160,4641,2025-07-21 00:00:00,2025-09-04 00:00:00,Hold,2564674,0,BVPL-278384,86,142,2232.601,0,Engineering,086.000.2232.601.000.344,0000,1,TRUE,FALSE,TRUE,TRUE,2025-11-04 20:31:45,Hours
INVLN000344,INV000037,Synthetic Contract 24 - Professional Services Contract,PRJ000127,INVL-0236453,2,1,1,1,4641,2025-07-21 00:00:00,2025-09-04 00:00:00,Hold,2565267,-1160,BVPL-278384,86,142,2232.601,0,Engineering,086.000.2232.601.000.344,0000,1,TRUE,FALSE,TRUE,TRUE,2025-11-04 20:31:45,Hours
INVLN000345,INV000037,Synthetic Contract 24 - Professional Services Contract,PRJ000128,INVL-0236457,3,1740,1,1740,4641,2025-07-21 00:00:00,2025-09-04 00:00:00,Hold,2563250,0,BVPL-278384,86,142,2232.601,0,Engineering,086.000.2232.601.000.344,0000,1,TRUE,FALSE,TRUE,TRUE,2025-11-04 20:31:45,Hours
INVLN000346,INV000096,Synthetic Contract 29 - Professional Services Contract,PRJ000129,INVL-0276192,1,24,52,1248,3916,2025-08-06 00:00:00,2025-09-20 00:00:00,Hold,5391607,0,BVPL-154841,,,2411.001,,Field Work,151.000.2411.001.000.345,E20A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:52:41,Hours
INVLN000347,INV000096,Synthetic Contract 29 - Professional Services Contract,PRJ000129,INVL-0276193,2,8,32.5,260,3916,2025-08-06 00:00:00,2025-09-20 00:00:00,Hold,5391607,0,BVPL-044196,,,2411.001,,Field Work,151.000.2411.001.000.345,E30A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:52:41,Hours
INVLN000348,INV000096,Synthetic Contract 29 - Professional Services Contract,PRJ000129,INVL-0276194,3,8,72,576,3916,2025-08-06 00:00:00,2025-09-20 00:00:00,Hold,5391607,0,BVPL-066287,,,2411.001,,Field Work,151.000.2411.001.000.345,L10A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:52:41,Hours
INVLN000349,INV000096,Synthetic Contract 29 - Professional Services Contract,PRJ000129,INVL-0276195,4,16,68,1088,3916,2025-08-06 00:00:00,2025-09-20 00:00:00,Hold,5391607,0,BVPL-101878,,,2411.001,,Field Work,151.000.2411.001.000.345,L40A,1,TRUE,FALSE,TRUE,TRUE,2025-11-13 01:52:41,Hours
