Invoice_Id,PO_Description__c,Invoice_Name,Vendor__Name,Contract__Name,Invoice_Date__c,Approval_Date__c,Due_Date_Formula__c,Days_Pending_Approval__c,Infinium_Release_Number__c,Released_On__c,PO_Name,ProjectInvoice__c,Integration_Error_Message__c,Integration_Status__c,LastModifiedDate,Payment_Terms__c,Reason__c,sitetracker__Status__c,State__c,Original_Total_Amount__c,Total_Amount__c,Total_Invoice_Amount__c
INV000034,ABC Synthetic Corp 1 - Fiber Optic Installation Project - Buildout,SYNTHETIC-INV-000034,ABC Synthetic Corp 1,BVP-02561,2025-09-02 00:00:00,2025-09-19 00:00:00,2025-11-01 00:00:00,71,,,SYN_PO_8,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 164.000.3423.104.000.344 is not valid. Project Number Not Valid""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 164.000.3423.104.000.344 is not valid. Project Number Not Valid""
  }
]",Fail,2025-11-12 02:37:31,60,CAP MGMT,Hold,FL,1416.8,1416.8,1416.8
INV000035,Synthetic Vendor Inc 6 - Professional Services Engagement - Region East,SYN-INVOICE-000035,Synthetic Vendor Inc 6,BVP-00433,2025-09-30 00:00:00,2025-10-08 00:00:00,2025-11-14 00:00:00,43,,,Synthetic_PO_9,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.000.2421.101.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.000.2421.101.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.000.2421.101.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 151.000.2421.101.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:33:43,45,,Hold,CA,1922.76,1922.76,1922.76
INV000036,ABC Synthetic Corp 13 - Network Infrastructure Services - Region South,INV-SYN-000036,ABC Synthetic Corp 13,BVP-00925,2025-10-06 00:00:00,2025-10-29 00:00:00,2025-11-20 00:00:00,37,,,Synthetic_PO_18,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.000.2422.201.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.000.2422.201.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.000.2422.201.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 151.000.2422.201.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 151.000.2422.201.000.344 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:54:34,45,,Hold,CA,962.5,962.5,962.5
INV000037,Synthetic Vendor Inc 18 - Site Development and Build Out - Site C,SYNTHETIC-INV-000037,Synthetic Vendor Inc 18,BVP-02933,2025-07-21 00:00:00,2025-08-28 00:00:00,2025-09-04 00:00:00,114,36,2025-10-09 00:00:00,PO_Synthetic_25,TRUE,"Detail from service: A vendor invoice number of SYNTHETIC-INV-000037 is already queued for release. and 
 Validation Message: {
  ""vendorId"": ""5347917"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000037"",
  ""status"": ""Error""
}",Fail,2025-11-04 20:31:48,45,ACCT,Hold,PA,4641,4641,4641
INV000038,XYZ Services LLC 2 - Telecommunications Maintenance Contract - Buildout,SYN-INVOICE-000038,XYZ Services LLC 2,BVP-02530,2025-10-28 00:00:00,2025-10-30 00:00:00,2025-12-12 00:00:00,15,,,SYN_PO_2,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 174.000.2411.101.000.344 is not valid. Project Number Not Valid""
  },
  {
    ""lineNumber"": 9,
    ""message"": ""GL account 174.000.2423.201.000.344 is not valid. Project Number Not Valid""
  }
]",Fail,2025-11-12 07:01:39,45,CAP MGMT,Hold,TX,259.2,259.2,259.2
INV000039,ABC Synthetic Corp 19 - Equipment and Materials Supply - Phase 1,INV-SYN-000039,ABC Synthetic Corp 19,BVP-02777,2025-10-07 00:00:00,2025-11-06 00:00:00,2025-12-06 00:00:00,36,,,SYN_PO_26,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 943.130.6421.000.000.345 is not valid. 1""
  }
]",Fail,2025-11-12 05:07:30,60,,Hold,MI,455,455,455
INV000040,ABC Synthetic Corp 7 - Fiber Optic Installation Project - Site B,SYNTHETIC-INV-000040,ABC Synthetic Corp 7,BVP-02803,2025-09-10 00:00:00,2025-10-15 00:00:00,2025-11-09 00:00:00,63,,,PO_Synthetic_10,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 944.000.2421.101.000.345 is not valid. Project Number Not Valid""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 944.000.2421.101.000.345 is not valid. Project Number Not Valid""
  }
]",Fail,2025-11-12 03:05:02,60,,Hold,IN,825.5,825.5,825.5
INV000041,Synthetic Vendor Inc 12 - Network Infrastructure Services - Phase 1,SYN-INVOICE-000041,Synthetic Vendor Inc 12,BVP-01643,2025-08-23 00:00:00,2025-09-19 00:00:00,2026-01-20 00:00:00,81,,,Synthetic_PO_27,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 041.168.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 041.168.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 041.168.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 041.168.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 02:13:08,150,,Hold,IL,1362.08,1362.08,1362.08
INV000042,ABC Synthetic Corp 1 - Network Infrastructure Services - Region West,INV-SYN-000042,ABC Synthetic Corp 1,BVP-00884,2025-10-21 00:00:00,2025-10-27 00:00:00,2025-12-20 00:00:00,22,,,PO_Synthetic_1,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""5617198"",
  ""vendorInvoiceNumber"": ""INV-SYN-000042"",
  ""status"": ""Error""
}",Fail,2025-11-12 06:42:20,60,BLANK,Hold,FL,578.88,578.88,578.88
INV000043,Synthetic Solutions Group 9 - Telecommunications Maintenance Contract - Region West,SYNTHETIC-INV-000043,Synthetic Solutions Group 9,BVP-02877,2025-09-15 00:00:00,2025-09-17 00:00:00,2025-11-14 00:00:00,58,,,Synthetic_PO_12,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 005.000.2421.401.000.345 is not valid. Project Not Approved""
  }
]",Fail,2025-11-12 03:19:27,60,PNA,Hold,TN,485,485,485
INV000044,ABC Synthetic Corp 19 - Professional Services Engagement - Q3 2025,SYN-INVOICE-000044,ABC Synthetic Corp 19,BVP-02777,2025-11-05 00:00:00,2025-11-06 00:00:00,2026-01-04 00:00:00,7,,,PO_Synthetic_28,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 943.130.6421.000..345 is not valid. 1""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 943.130.6421.000..345 is not valid. 1""
  }
]",Fail,2025-11-11 08:56:56,60,,Hold,MI,829.56,829.56,829.56
INV000045,ABC Synthetic Corp 13 - Construction Services Agreement - Upgrade,INV-SYN-000045,ABC Synthetic Corp 13,ABC Synthetic Corp 13 - SOW 16 FTTH CO-04 - CA,2025-10-01 00:00:00,2025-10-29 00:00:00,2025-11-15 00:00:00,42,,,SYN_PO_29,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 012.000.2423.201.000.344 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:37:15,45,,Hold,CA,12549.15,12549.15,12549.15
INV000046,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,SYNTHETIC-INV-000046,Synthetic Tech Partners 5,BVP-02536,2025-10-29 00:00:00,2025-10-30 00:00:00,2025-12-28 00:00:00,14,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000046"",
  ""status"": ""Error""
}",Fail,2025-11-11 08:15:57,60,BLANK,Hold,CA,3044.4,3044.4,3044.4
INV000047,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,SYN-INVOICE-000047,Synthetic Tech Partners 5,BVP-02536,2025-11-05 00:00:00,2025-11-06 00:00:00,2026-01-04 00:00:00,7,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYN-INVOICE-000047"",
  ""status"": ""Error""
}",Fail,2025-11-11 09:00:39,60,BLANK,Hold,CA,268.85,268.85,268.85
INV000048,XYZ Services LLC 20 - Fiber Optic Installation Project - Phase 2,INV-SYN-000048,XYZ Services LLC 20,BVP-02897,2025-10-30 00:00:00,2025-11-03 00:00:00,2025-12-29 00:00:00,13,,,Synthetic_PO_30,FALSE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 161.348.6423.000.000.345 is not valid. 1""
  }
]",Fail,2025-11-11 08:28:58,60,,Hold,FL,241.92,241.92,241.92
INV000049,ABC Synthetic Corp 19 - Equipment and Materials Supply - Phase 1,SYNTHETIC-INV-000049,ABC Synthetic Corp 19,BVP-02777,2025-09-26 00:00:00,2025-10-28 00:00:00,2025-11-25 00:00:00,47,,,SYN_PO_26,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 943.000.2421.201.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 943.000.2421.201.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 943.000.2421.201.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:16:56,60,,Hold,MI,5830.33,5830.33,5830.33
INV000050,Synthetic Solutions Group 3 - Construction Services Agreement - Site B,SYN-INVOICE-000050,Synthetic Solutions Group 3,BVP-00460,2025-11-02 00:00:00,2025-11-05 00:00:00,2025-12-02 00:00:00,10,,,SYN_PO_5,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.318.6421.000.253.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-11 08:39:21,30,,Hold,CT,1755,1755,1755
INV000051,Synthetic Solutions Group 21 - Professional Services Engagement - Expansion,INV-SYN-000051,Synthetic Solutions Group 21,BVP-01717,2025-09-04 00:00:00,2025-10-07 00:00:00,2025-10-19 00:00:00,69,,,PO_Synthetic_31,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 152.000.3411.004.000.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 152.000.3411.004.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 02:46:28,45,,Hold,CA,1305,1305,1305
INV000052,ABC Synthetic Corp 13 - Construction Services Agreement - Upgrade,SYNTHETIC-INV-000052,ABC Synthetic Corp 13,ABC Synthetic Corp 13 - SOW 16 FTTH CO-04 - CA,2025-10-01 00:00:00,2025-10-29 00:00:00,2025-11-15 00:00:00,42,,,SYN_PO_29,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 012.000.2423.201.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 012.000.2423.201.000.344 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:35:41,45,,Hold,CA,88185.21,88185.21,88185.21
INV000053,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,SYN-INVOICE-000053,Synthetic Tech Partners 5,BVP-02536,2025-10-24 00:00:00,2025-10-27 00:00:00,2025-12-23 00:00:00,19,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYN-INVOICE-000053"",
  ""status"": ""Error""
}",Fail,2025-11-12 07:15:02,60,BLANK,Hold,CA,306.04,306.04,306.04
INV000054,Global Synthetic Industries 4 - Fiber Optic Installation Project - Phase 3,INV-SYN-000054,Global Synthetic Industries 4,BVP-02554,2025-08-12 00:00:00,2025-10-20 00:00:00,2025-10-11 00:00:00,92,,,SYN_PO_32,TRUE,"Detail from service: A vendor invoice number of INV-SYN-000054 is already queued for release. and 
 Validation Message: {
  ""vendorId"": ""4206967"",
  ""vendorInvoiceNumber"": ""INV-SYN-000054"",
  ""status"": ""Error""
}",Fail,2025-11-12 02:04:04,60,ACCT,Hold,MN,19.75,19.75,19.75
INV000055,Synthetic Tech Partners 17 - Fiber Optic Installation Project - Region West,SYNTHETIC-INV-000055,Synthetic Tech Partners 17,"Synthetic Tech Partners 17-Quote Work -TX, IN, OH, WI, AZ, AL",2025-11-06 00:00:00,2025-11-10 00:00:00,2026-01-05 00:00:00,6,,,SYN_PO_23,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 171.000.3232.404.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-11 09:05:57,60,,Hold,TX,1600,1600,1600
INV000056,Synthetic Vendor Inc 12 - Network Infrastructure Services - Phase 1,SYN-INVOICE-000056,Synthetic Vendor Inc 12,BVP-01643,2025-08-26 00:00:00,2025-09-24 00:00:00,2026-01-23 00:00:00,78,,,Synthetic_PO_27,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 551.168.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 551.168.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 551.168.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 551.168.6423.000.231.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 02:13:42,150,,Hold,IL,908.05,908.05,908.05
INV000057,Synthetic Solutions Group 15 - Network Infrastructure Services - Q1 2025,INV-SYN-000057,Synthetic Solutions Group 15,BVP-02559,2025-10-24 00:00:00,2025-11-12 00:00:00,2025-12-08 00:00:00,2,,,Synthetic_PO_33,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 974.000.2423.101.000.344 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 19:12:31,45,,Hold,NC,45,45,45
INV000058,Synthetic Solutions Group 3 - Construction Services Agreement - Site B,SYNTHETIC-INV-000058,Synthetic Solutions Group 3,BVP-00460,2025-10-31 00:00:00,2025-11-05 00:00:00,2025-11-30 00:00:00,12,,,SYN_PO_5,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.000.2232.601.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-11 08:36:32,30,,Hold,CT,540,540,540
INV000059,Synthetic Solutions Group 3 - Construction Services Agreement - Site B,SYN-INVOICE-000059,Synthetic Solutions Group 3,BVP-00460,2025-10-21 00:00:00,2025-10-31 00:00:00,2025-11-20 00:00:00,22,,,SYN_PO_5,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.000.2421.201.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 06:28:39,30,,Hold,CT,1282.5,1282.5,1282.5
INV000060,XYZ Services LLC 20 - Fiber Optic Installation Project - Phase 2,INV-SYN-000060,XYZ Services LLC 20,BVP-02897,2025-10-06 00:00:00,2025-10-09 00:00:00,2025-12-05 00:00:00,37,,,Synthetic_PO_30,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 161.348.6423.000.253.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 161.348.6423.000.253.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 161.348.6423.000.253.345 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 161.348.6423.000.253.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 04:58:16,60,,Hold,FL,984.57,984.57,984.57
INV000061,Global Synthetic Industries 22 - Construction Services Agreement - Expansion,SYNTHETIC-INV-000061,Global Synthetic Industries 22,BVP-02855,2025-10-15 00:00:00,2025-11-04 00:00:00,2025-11-29 00:00:00,28,,,PO_Synthetic_34,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.000.2422.201.000.345 is not valid. 1""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.000.2422.201.000.345 is not valid. 1""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.000.2422.201.000.345 is not valid. 1""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 151.000.2422.201.000.345 is not valid. 1""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 151.000.2422.201.000.505 is not valid. 1""
  },
  {
    ""lineNumber"": 6,
    ""message"": ""GL account 151.000.2422.201.000.505 is not valid. 1""
  },
  {
    ""lineNumber"": 7,
    ""message"": ""GL account 151.000.2422.201.000.505 is not valid. 1""
  }
]",Fail,2025-11-12 05:40:42,45,,Hold,CA,9133.26,9133.26,9133.26
INV000062,ABC Synthetic Corp 1 - Site Development and Build Out - Region North,SYN-INVOICE-000062,ABC Synthetic Corp 1,BVP-02561,2025-10-30 00:00:00,2025-11-05 00:00:00,2025-12-29 00:00:00,13,,,SYN_PO_35,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 005.000.2411.101.000.344 is not valid. Cost Code Not Valid For This Project""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 005.000.2411.101.000.344 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-11 08:22:44,60,,Hold,TN,840,840,840
INV000063,Synthetic Tech Partners 23 - Telecommunications Maintenance Contract - Site B,INV-SYN-000063,Synthetic Tech Partners 23,BVP-02723,2025-08-28 00:00:00,2025-10-01 00:00:00,2025-10-12 00:00:00,76,,,Synthetic_PO_36,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 944.000.2421.201.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 944.000.2421.201.000.345 is not valid. Project Not Approved""
  }
]",Fail,2025-11-12 17:02:48,45,PNA,Hold,IN,877.02,877.02,877.02
INV000064,ABC Synthetic Corp 1 - Network Infrastructure Services - Region West,SYNTHETIC-INV-000064,ABC Synthetic Corp 1,BVP-02561,2025-10-24 00:00:00,2025-10-27 00:00:00,2025-12-23 00:00:00,19,,,PO_Synthetic_1,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""5617198"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000064"",
  ""status"": ""Error""
}",Fail,2025-11-12 07:13:30,60,BLANK,Hold,FL,16.8,16.8,16.8
INV000065,ABC Synthetic Corp 1 - Fiber Optic Installation Project - Buildout,SYN-INVOICE-000065,ABC Synthetic Corp 1,BVP-02561,2025-08-11 00:00:00,2025-09-12 00:00:00,2025-10-10 00:00:00,93,,,SYN_PO_8,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 164.000.3423.104.000.344 is not valid. Project Number Not Valid""
  }
]",Fail,2025-11-12 02:02:45,60,CAP MGMT,Hold,FL,560,560,560
INV000066,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,INV-SYN-000066,Synthetic Tech Partners 5,BVP-02536,2025-10-23 00:00:00,2025-11-06 00:00:00,2025-12-22 00:00:00,20,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""INV-SYN-000066"",
  ""status"": ""Error""
}",Fail,2025-11-12 07:00:50,60,BLANK,Hold,CA,306.04,306.04,306.04
INV000067,XYZ Services LLC 8 - Professional Services Engagement - Q3 2025,SYNTHETIC-INV-000067,XYZ Services LLC 8,BVP-00423,2025-07-24 00:00:00,2025-09-03 00:00:00,2025-09-07 00:00:00,111,,,SYN_PO_11,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.000.2421.201.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 151.000.2421.201.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 3,
    ""message"": ""GL account 151.000.2421.201.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 151.000.2421.201.000.345 is not valid. Project Not Approved""
  },
  {
    ""lineNumber"": 5,
    ""message"": ""GL account 151.000.2421.201.000.345 is not valid. Project Not Approved""
  }
]",Fail,2025-11-12 01:50:06,45,PNA,Hold,CA,3793.26,3793.26,3793.26
INV000068,ABC Synthetic Corp 1 - Network Infrastructure Services - Region West,SYN-INVOICE-000068,ABC Synthetic Corp 1,BVP-02561,2025-09-30 00:00:00,2025-10-27 00:00:00,2025-11-29 00:00:00,43,,,PO_Synthetic_1,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""5617198"",
  ""vendorInvoiceNumber"": ""SYN-INVOICE-000068"",
  ""status"": ""Error""
}",Fail,2025-11-12 01:56:12,60,BLANK,Hold,FL,3025,3025,3025
INV000069,Synthetic Vendor Inc 24 - Network Infrastructure Services - Maintenance,INV-SYN-000069,Synthetic Vendor Inc 24,BVP-01636,2025-09-26 00:00:00,2025-10-30 00:00:00,2025-11-10 00:00:00,47,,,PO_Synthetic_37,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.000.3411.504.000.345 is not valid. Project Closed""
  },
  {
    ""lineNumber"": 4,
    ""message"": ""GL account 441.318.6421.000.253.345 is not valid. Project Closed""
  },
  {
    ""lineNumber"": 9,
    ""message"": ""GL account 441.000.3411.504.000.345 is not valid. Project Closed""
  },
  {
    ""lineNumber"": 10,
    ""message"": ""GL account 441.000.3411.504.000.345 is not valid. Project Closed""
  },
  {
    ""lineNumber"": 11,
    ""message"": ""GL account 441.000.3411.504.000.345 is not valid. Project Closed""
  },
  {
    ""lineNumber"": 14,
    ""message"": ""GL account 441.318.6421.000.253.345 is not valid. Project Closed""
  }
]",Fail,2025-11-12 04:18:48,45,,Hold,CT,19537.82,19537.82,19537.82
INV000070,Synthetic Tech Partners 5 - Construction Services Agreement - Site A,SYNTHETIC-INV-000070,Synthetic Tech Partners 5,BVP-02536,2025-10-09 00:00:00,2025-10-17 00:00:00,2025-12-08 00:00:00,34,,,PO_Synthetic_7,TRUE,"Detail from service: The invoice amount is greater than the amount available on the PO. and 
 Validation Message: {
  ""vendorId"": ""8020345"",
  ""vendorInvoiceNumber"": ""SYNTHETIC-INV-000070"",
  ""status"": ""Error""
}",Fail,2025-11-12 05:18:33,60,BLANK,Hold,CA,306.04,306.04,306.04
INV000071,ABC Synthetic Corp 25 - Site Development and Build Out - Region East,SYN-INVOICE-000071,ABC Synthetic Corp 25,BVP-01352,2025-08-07 00:00:00,2025-08-29 00:00:00,2025-10-06 00:00:00,97,,,SYN_PO_38,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 151.338.6422.000.253.345 is not valid. Project Not Approved""
  }
]",Fail,2025-11-12 01:59:27,60,PNA,Hold,CA,119.03,119.03,119.03
INV000072,Synthetic Solutions Group 15 - Site Development and Build Out - Installation,INV-SYN-000072,Synthetic Solutions Group 15,BVP-02559,2025-10-24 00:00:00,2025-11-12 00:00:00,2025-12-08 00:00:00,2,,,Synthetic_PO_39,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 2,
    ""message"": ""GL account 971.000.2423.101.000.424 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-12 19:10:30,45,,Hold,SC,5635,5635,5635
INV000073,ABC Synthetic Corp 1 - Site Development and Build Out - Site C,SYNTHETIC-INV-000073,ABC Synthetic Corp 1,BVP-02565,2025-07-31 00:00:00,2025-09-30 00:00:00,2025-09-29 00:00:00,104,622,2025-09-30 00:00:00,PO_Synthetic_40,TRUE,"Detail from service: Failed Validation and 
 Validation Message: {
  
} and 
 Validation Message: {
  ""lines"": [
    {
      ""invoiceLineNumber"": {
        ""isEmpty"": ""Value is required and can't be empty""
      }
    },
    {
      ""invoiceLineNumber"": {
        ""isEmpty"": ""Value is required and can't be empty""
      }
    },
    {
      ""invoiceLineNumber"": {
        ""isEmpty"": ""Value is required and can't be empty""
      }
    },
    {
      ""invoiceLineNumber"": {
        ""isEmpty"": ""Value is required and can't be empty""
      }
    }
  ]
}",FAIL,2025-11-05 08:41:12,60,ACCT,Hold,WV,378.91,378.91,378.91
INV000074,Synthetic Solutions Group 3 - Construction Services Agreement - Site B,SYN-INVOICE-000074,Synthetic Solutions Group 3,BVP-00460,2025-10-29 00:00:00,2025-11-04 00:00:00,2025-11-28 00:00:00,14,,,SYN_PO_5,TRUE,"Detail from service: Validation errors exist. and 
 Validation Message: [
  {
    ""lineNumber"": 1,
    ""message"": ""GL account 441.000.2423.201.000.345 is not valid. Cost Code Not Valid For This Project""
  }
]",Fail,2025-11-11 08:20:42,30,,Hold,CT,720,720,720
